阿拉伯語	阿拉伯语	Ālābóyǔ	Arabic (language)	[sound:cmn-阿拉伯语.mp3]
真是的	真是的	zhēnshide	Really! (interj. of annoyance or frustration)	[sound:cmn-真是的.mp3]
診所	诊所	zhěnsuǒ	clinic	[sound:cmn-诊所.mp3]
真摯	真挚	zhēnzhì	sincere, sincerity	[sound:cmn-真挚.mp3]
枕頭	枕头	zhěntou	pillow	[sound:cmn-枕头.mp3]
陣營	阵营	zhènyíng	group of people, camp, faction, sides in a dispute	[sound:cmn-阵营.mp3]
陣容	阵容	zhènróng	troop arrangement, battle formation, lineup (of a sports team etc)	[sound:cmn-阵容.mp3]
振興	振兴	zhènxīng	Zhengxing district of Dandong city 丹東市|丹东市[Dan1 dong1 shi4], Liaoning, to revive, to revitalize, to invigorate, to re-energize	[sound:cmn-振兴.mp3]
振作	振作	zhènzuò	to bestir oneself, to pull oneself together, to cheer up, to uplift, to stimulate	[sound:cmn-振作.mp3]
振奮	振奋	zhènfèn	to stir oneself up, to raise one's spirits, to inspire	[sound:cmn-振奋.mp3]
震動	震动	zhèndòng	shake, shock, vibrate	[sound:cmn-震动.mp3]
震	震	zhèn	to shake, to vibrate, to jolt, to quake, excited, shocked, one of the Eight Trigrams 八卦[ba1 gua4], symbolizing thunder, ☳	[sound:cmn-震.mp3]
震撼	震撼	zhènhàn	shock, shake	[sound:cmn-震撼.mp3]
鎮定	镇定	zhèndìng	calm, unperturbed, cool	[sound:cmn-镇定.mp3]
爭吵	争吵	zhēngchǎo	quarrel, wrangle	[sound:cmn-争吵.mp3]
爭端	争端	zhēngduān	dispute, controversy, conflict	[sound:cmn-争端.mp3]
爭分奪秒	争分夺秒	zhēngfēn-duómiǎo	lit. fight minutes, snatch seconds (idiom), a race against time, making every second count	[sound:cmn-争分夺秒.mp3]
爭光	争光	zhēng guāng	to win an honor, to strive to win a prize	[sound:cmn-争光.mp3]
爭氣	争气	zhēng qì	to work hard for sth, to resolve on improvement, determined not to fall short	[sound:cmn-争气.mp3]
爭先恐後	争先恐后	zhēngxiān-kǒnghòu	striving to be first and fearing to be last (idiom), outdoing one another	[sound:cmn-争先恐后.mp3]
征	征	zhēng	levy, impose, collect, solicit, call-up, ask for, draft, enrollenrol	[sound:cmn-征.mp3]
爭執	争执	zhēngzhí	to dispute, to disagree, to argue opinionatedly, to wrangle	[sound:cmn-争执.mp3]
徵收	征收	zhēngshōu	levy, collect	[sound:cmn-征收.mp3]
徵集	征集	zhēngjí	to collect, to recruit	[sound:cmn-征集.mp3]
癥結	症结	zhēngjié	hard lump in the abdomen (in Chinese medicine), crux of an issue, main point in an argument, sticking point, deadlock in negotiations	[sound:cmn-症结.mp3]
睜	睁	zhēng	open, open (the eyes)	[sound:cmn-睁.mp3]
掙扎	挣扎	zhēngzhá	pull, buffet, flounder, labour, scrabble, struggle, worry, twist, grapple, tug, baffle, touse, wallow, flounce, writhe, welter, agonize	[sound:cmn-挣扎.mp3]
拯救	拯救	zhěngjiù	spare, help, extricate, rescue, save, deliver	[sound:cmn-拯救.mp3]
蒸	蒸	zhēng	to evaporate, (of cooking) to steam, torch made from hemp stalks or bamboo (old), finely chopped firewood (old)	[sound:cmn-蒸.mp3]
整合	整合	zhěnghé	integrate	[sound:cmn-整合.mp3]
整潔	整洁	zhěngjié	neatly, tidy	[sound:cmn-整洁.mp3]
正面	正面	zhèngmiàn	right side, head, head-on, face, front, the right side, facade, obverse/right side, the obverse side, frontispiece, frontal, frontage, obverse side, obverse	[sound:cmn-正面.mp3]
正能量	正能量	zhèngnéngliàng	positive energy	[sound:cmn-正能量.mp3]
正視	正视	zhèngshì	face squarely, face, face up to, look squarely at, envisage	[sound:cmn-正视.mp3]
正直	正直	zhèngzhí	upright, upstanding, honest	[sound:cmn-正直.mp3]
正宗	正宗	zhèngzōng	orthodox school, fig. traditional, old school, authentic, genuine	[sound:cmn-正宗.mp3]
整數	整数	zhěngshù	whole number, integer (math.), round figure	[sound:cmn-整数.mp3]
鄭重	郑重	zhèngzhòng	serious, solemn	[sound:cmn-郑重.mp3]
之	之	zhī	it, him, her, this	[sound:cmn-之.mp3]
證人	证人	zhèngren	witness	[sound:cmn-证人.mp3]
支票	支票	zhīpiào	check (bank), cheque, CL:本[ben3]	[sound:cmn-支票.mp3]
之所以	之所以	zhīsuǒyǐ	conj.: why	[sound:cmn-之所以.mp3]
汁	汁	zhī	juice	[sound:cmn-汁.mp3]
支柱	支柱	zhīzhù	mainstay, pillar, prop, backbone	[sound:cmn-支柱.mp3]
芝麻	芝麻	zhīma	sesame (seed)	[sound:cmn-芝麻.mp3]
芝士	芝士	zhīshì	cheese (loanword)	[sound:cmn-芝士.mp3]
知覺	知觉	zhījué	perception, consciousness	[sound:cmn-知觉.mp3]
知己	知己	zhījǐ	to know oneself, to be intimate or close, intimate friend	[sound:cmn-知己.mp3]
知識分子	知识分子	zhīshifènzǐ	wig, intellectual, educated person, educated person (high school or college equivalent), intellect, intelligentsia, clerisy	[sound:cmn-知识分子.mp3]
知足	知足	zhīzú	content with one's situation, to know contentment (hence happiness)	[sound:cmn-知足.mp3]
脂肪	脂肪	zhīfáng	grease, fat, axunge, adipose, fatness, avoirdupois, fattiness, adipose tissue, fatty tissue	[sound:cmn-脂肪.mp3]
肢體	肢体	zhītǐ	member, limbs and trunk, solid body substance, body, subfigure, limbs	[sound:cmn-肢体.mp3]
執意	执意	zhíyì	insist on, be bent on	[sound:cmn-执意.mp3]
執照	执照	zhízhào	endorsement, charter, countenance, imprimatur, permit, warrant, sanction, qualification, certificate, licence, license	[sound:cmn-执照.mp3]
執法	执法	zhífǎ	to enforce a law, law enforcement	[sound:cmn-执法.mp3]
執著	执着	zhízhuó	rigid, punctilious	[sound:cmn-执着.mp3]
直奔	直奔	zhíbèn	to go straight to, to make a beeline for	[sound:cmn-直奔.mp3]
直觀	直观	zhíguān	direct observation, directly perceived through the senses, intuitive, audiovisual	[sound:cmn-直观.mp3]
直達	直达	zhídá	to go nonstop to, through (as in 'through train'), nonstop	[sound:cmn-直达.mp3]
直徑	直径	zhíjìng	diameter	[sound:cmn-直径.mp3]
直視	直视	zhíshì	to look straight at	[sound:cmn-直视.mp3]
直覺	直觉	zhíjué	intuition	[sound:cmn-直觉.mp3]
值錢	值钱	zhíqián	valuable, costly, expensive	[sound:cmn-值钱.mp3]
職權	职权	zhíquán	authority, power over others	[sound:cmn-职权.mp3]
直至	直至	zhízhì	lasting until, up till (the present)	[sound:cmn-直至.mp3]
職業病	职业病	zhíyèbìng	occupational disease	[sound:cmn-职业病.mp3]
止步	止步	zhǐ bù	to halt, to stop, to go no farther	[sound:cmn-止步.mp3]
職員	职员	zhíyuán	employee, servant, official, staff member, retainer, functionary, operative, office employees, officeholder, personnel, officer, staff_member, office worker, clerk, staffer	[sound:cmn-职员.mp3]
止血	止血	zhǐxuè	to staunch (bleeding), hemostatic (drug)	[sound:cmn-止血.mp3]
止咳	止咳	zhǐké	to suppress coughing	[sound:cmn-止咳.mp3]
旨在	旨在	zhǐzài	to have as its purpose, to be intended to, to aim to (do sth)	[sound:cmn-旨在.mp3]
指點	指点	zhǐdiǎn	to point out, to indicate, to give directions, to show how (to do sth), to censure, to pick at	[sound:cmn-指点.mp3]
指令	指令	zhǐlìng	directive, instruction, dictation, bid, decree, rescript, fiat, injunction, dictate, instructions, order, bidding, mandate, command, edict	[sound:cmn-指令.mp3]
指教	指教	zhǐjiào	to give advice or comments	[sound:cmn-指教.mp3]
指南針	指南针	zhǐnánzhēn	compass	[sound:cmn-指南针.mp3]
指手畫腳	指手画脚	zhǐshǒu-huàjiǎo	to gesticulate while talking (idiom), to explain by waving one's hands, to criticize or give orders summarily	[sound:cmn-指手画脚.mp3]
指望	指望	zhǐwang	to hope for sth, to count on, hope	[sound:cmn-指望.mp3]
指南	指南	zhǐnán	to guide, guidebook	[sound:cmn-指南.mp3]
指向	指向	zhǐxiàng	head, point to, hold, point, maneuver, direct, steer, gear, pitch, manouevre, guide	[sound:cmn-指向.mp3]
指引	指引	zhǐyǐn	to guide, to show, to point (the way), directions, guidance, guidelines	[sound:cmn-指引.mp3]
至此	至此	zhìcǐ	up until now, so far	[sound:cmn-至此.mp3]
至關重要	至关重要	zhìguānzhòngyào	extremely important, vital, crucial, essential	[sound:cmn-至关重要.mp3]
製	制	zhì	make, manufacture, create	[sound:cmn-制.mp3]
志氣	志气	zhìqi	ambition, resolve, backbone, drive, spirit	[sound:cmn-志气.mp3]
制服	制服	zhìfú	uniform	[sound:cmn-制服.mp3]
制裁	制裁	zhìcái	sanction, punish	[sound:cmn-制裁.mp3]
制止	制止	zhìzhǐ	forbear, restrict, oppress, prevention, hold back, inhibit, allay, stop, prevent, staunch, turn back, arrest, stanch, suppress, interdict, discourage, pull_up, abate, blink, quell, restrain, deter, repress, crush, omit, shush, countercheck, check, curb, contain	[sound:cmn-制止.mp3]
製品	制品	zhìpǐn	manufacture, ware, facture, manufactured goods, products	[sound:cmn-制品.mp3]
質地	质地	zhìdì	texture, background (texture), grain, quality, character, disposition	[sound:cmn-质地.mp3]
質問	质问	zhìwèn	interrogate, bombard, pose, heckle, call to account, inquire, interrogation, oppugn, question, quiz, ask	[sound:cmn-质问.mp3]
質樸	质朴	zhìpǔ	simple, plain, unadorned, unaffected, unsophisticated, rustic, earthy	[sound:cmn-质朴.mp3]
質疑	质疑	zhìyí	call in question, challenge	[sound:cmn-质疑.mp3]
治學	治学	zhìxué	scholarship, high-level study, to do scholarly research, to pursue a high level of study	[sound:cmn-治学.mp3]
治癒	治愈	zhìyù	to cure	[sound:cmn-治愈.mp3]
致敬	致敬	zhìjìng	to greet, to pay respects to	[sound:cmn-致敬.mp3]
致	致	zhì	incur, cause	[sound:cmn-致.mp3]
致辭	致辞	zhì cí	to express in words or writing, to make a speech (esp. short introduction, vote of thanks, afterword, funeral homily etc), to address (an audience), same as 致詞|致词	[sound:cmn-致辞.mp3]
致力於	致力于	zhìlìyú	Dedicate	[sound:cmn-致力于.mp3]
致富	致富	zhìfù	to become rich	[sound:cmn-致富.mp3]
致命	致命	zhìmìng	take off, fatal, deadly, mortal	[sound:cmn-致命.mp3]
致使	致使	zhìshǐ	become, render, go, get, result in, cause, make	[sound:cmn-致使.mp3]
窒息	窒息	zhìxī	to choke, to stifle, to suffocate	[sound:cmn-窒息.mp3]
秩序	秩序	zhìxù	order, sequence	[sound:cmn-秩序.mp3]
智商	智商	zhìshāng	IQ (intelligence quotient)	[sound:cmn-智商.mp3]
滯後	滞后	zhìhòu	to lag behind	[sound:cmn-滞后.mp3]
滯留	滞留	zhìliú	to detain, retention	[sound:cmn-滞留.mp3]
置	置	zhì	to install, to place, to put, to buy	[sound:cmn-置.mp3]
中國畫	中国画	Zhōngguóhuà	Chinese painting	[sound:cmn-中国画.mp3]
中途	中途	zhōngtú	halfway, midstream, midway	[sound:cmn-中途.mp3]
中立	中立	zhōnglì	neutral	[sound:cmn-中立.mp3]
中型	中型	zhōngxíng	medium sized	[sound:cmn-中型.mp3]
中性	中性	zhōngxìng	neutral	[sound:cmn-中性.mp3]
中旬	中旬	zhōngxún	middle third of a month	[sound:cmn-中旬.mp3]
中庸	中庸	zhōngyōng	the Doctrine of the Mean, one of the Four Books 四書|四书[Si4 shu1], golden mean (Confucianism), (literary) (of person) mediocre, ordinary	[sound:cmn-中庸.mp3]
忠誠	忠诚	zhōngchéng	devoted, loyal, fidelity, loyalty	[sound:cmn-忠诚.mp3]
忠實	忠实	zhōngshí	leal, faithful, true	[sound:cmn-忠实.mp3]
中止	中止	zhōngzhǐ	to cease, to suspend, to break off, to stop, to discontinue	[sound:cmn-中止.mp3]
忠於	忠于	zhōngyú	to be loyal to	[sound:cmn-忠于.mp3]
終結	终结	zhōngjié	end, conclusion, to come to an end, to terminate (sth)	[sound:cmn-终结.mp3]
忠貞	忠贞	zhōngzhēn	loyal and dependable	[sound:cmn-忠贞.mp3]
終生	终生	zhōngshēng	all one's life	[sound:cmn-终生.mp3]
終究	终究	zhōngjiū	eventually, in the end, after all	[sound:cmn-终究.mp3]
腫瘤	肿瘤	zhǒngliú	tumor	[sound:cmn-肿瘤.mp3]
衷心	衷心	zhōngxīn	heartfelt, wholehearted, cordial	[sound:cmn-衷心.mp3]
種族	种族	zhǒngzú	tribe, citizenry, race, nation, phyle, stem, stirp, phylon, ethnos, nationality, ethnic, folk, people, stirps, racial, ethnic group, family	[sound:cmn-种族.mp3]
仲裁	仲裁	zhòngcái	arbitration	[sound:cmn-仲裁.mp3]
眾所週知	众所周知	zhòngsuǒzhōuzhī	see 眾所周知|众所周知[zhong4 suo3 zhou1 zhi1]	[sound:cmn-众所周知.mp3]
眾志成城	众志成城	zhòngzhì-chéngchéng	unity of will is an impregnable stronghold (idiom)	[sound:cmn-众志成城.mp3]
眾人	众人	zhòngrén	everybody	[sound:cmn-众人.mp3]
重創	重创	zhòngchuāng	to inflict heavy losses, to inflict serious damage	[sound:cmn-重创.mp3]
重量級	重量级	zhòngliàngjí	heavyweight (boxing etc)	[sound:cmn-重量级.mp3]
重傷	重伤	zhòngshāng	seriously hurt, serious injury	[sound:cmn-重伤.mp3]
重任	重任	zhòngrèn	heavy responsibility	[sound:cmn-重任.mp3]
重型	重型	zhòngxíng	heavy, heavy duty, large caliber	[sound:cmn-重型.mp3]
重中之重	重中之重	zhòngzhōngzhīzhòng	of the utmost importance, of highest priority	[sound:cmn-重中之重.mp3]
周邊	周边	zhōubiān	circumference, computer peripheral, environs, peripheral device, precinct, peripheral, periphery, perimeter	[sound:cmn-周边.mp3]
週到	周到	zhōudào	thoughtful, considerate, attentive, thorough, also pr. [zhou1 dao5]	[sound:cmn-周到.mp3]
重心	重心	zhòngxīn	focus, fulcrum, heart, focusing, focussing, barycenter, centroid, centre of gravity, centering, centre_of_gravity, center of gravity, center_of_gravity, core	[sound:cmn-重心.mp3]
周旋	周旋	zhōuxuán	to mix with others, to socialize, to deal with, to contend	[sound:cmn-周旋.mp3]
周密	周密	zhōumì	careful, thorough, meticulous, dense, impenetrable	[sound:cmn-周密.mp3]
晝夜	昼夜	zhòuyè	day and night, period of 24 hours, continuously, without stop	[sound:cmn-昼夜.mp3]
驟然	骤然	zhòurán	suddenly, abruptly	[sound:cmn-骤然.mp3]
皺	皱	zhòu	to wrinkle, wrinkled, to crease	[sound:cmn-皱.mp3]
朱紅	朱红	zhūhóng	vermilion	[sound:cmn-朱红.mp3]
株	株	zhū	stub, individual plant, stem of a plant, plant, trunk of tree, stem of plant, trunk of a tree, m.[general],	[sound:cmn-株.mp3]
諸多	诸多	zhūduō	det.: a good deal, a lot of	[sound:cmn-诸多.mp3]
諸如此類	诸如此类	zhūrúcǐlèi	things like this (idiom), and so on, and the rest, etc	[sound:cmn-诸如此类.mp3]
逐年	逐年	zhúnián	all the year round, for years, all year, year after year, year in year out	[sound:cmn-逐年.mp3]
主	主	zhǔ	owner, master, host, individual or party concerned, God, Lord, main, to indicate or signify, trump card (in card games)	[sound:cmn-主.mp3]
竹竿	竹竿	zhúgān	bamboo	[sound:cmn-竹竿.mp3]
主婦	主妇	zhǔfù	housewife, hostess	[sound:cmn-主妇.mp3]
主編	主编	zhǔbiān	editor in chief	[sound:cmn-主编.mp3]
主力	主力	zhǔlì	brunt, main force, backbone	[sound:cmn-主力.mp3]
主人公	主人公	zhǔréngōng	hero (of a novel or film), main protagonist	[sound:cmn-主人公.mp3]
主食	主食	zhǔshí	main food, staple (rice and noodles)	[sound:cmn-主食.mp3]
主題歌	主题歌	zhǔtígē	Theme song	[sound:cmn-主题歌.mp3]
主權	主权	zhǔquán	imperium, ascendance, reign, ascendency, ascendancy, possession, empire, majesty, signory, paramountcy, lordship, sovereign rights, sovereignty, raj, supremacy, dominion, ownership	[sound:cmn-主权.mp3]
主頁	主页	zhǔyè	home page	[sound:cmn-主页.mp3]
主義	主义	zhǔyì	tenet, principle, hang, system, ticket, creed, philosophy, school of thought, evangel, ism, gospel, masonry, maxim, doctrine, -ism	[sound:cmn-主义.mp3]
主宰	主宰	zhǔzǎi	dominate, dictate, decide	[sound:cmn-主宰.mp3]
主演	主演	zhǔyǎn	act leading role (in play/film)	[sound:cmn-主演.mp3]
拄	拄	zhǔ	to lean on, to prop on	[sound:cmn-拄.mp3]
囑咐	嘱咐	zhǔfu	to tell, to exhort, injunction	[sound:cmn-嘱咐.mp3]
矚目	瞩目	zhǔmù	fix eyes on	[sound:cmn-瞩目.mp3]
助威	助威	zhù wēi	to cheer for, to encourage, to boost the morale of	[sound:cmn-助威.mp3]
住戶	住户	zhùhù	denizen, resident, inhabitant, building, household, dweller	[sound:cmn-住户.mp3]
住處	住处	zhùchu	domicile, hangout, dwelling, lodging, residency, domiciliation, diggings, abode, digs, quarters, habitation, lodgings, roost, living quarters, pad, residence	[sound:cmn-住处.mp3]
住址	住址	zhùzhǐ	address	[sound:cmn-住址.mp3]
貯藏	贮藏	zhùcáng	to store up, to hoard, deposits	[sound:cmn-贮藏.mp3]
注	注	zhù	explanatory note, annotation	[sound:cmn-注.mp3]
住宿	住宿	zhùsù	stay, put up, get accommodations	[sound:cmn-住宿.mp3]
註定	注定	zhùdìng	to foreordain, to be bound to, to be destined to, to be doomed to, inevitably	[sound:cmn-注定.mp3]
鑄造	铸造	zhùzào	to cast (pour metal into a mold)	[sound:cmn-铸造.mp3]
築	筑	zhù	short name for Guiyang 貴陽|贵阳[Gui4 yang2], to build, to construct, to ram, to hit, Taiwan pr. [zhu2]	[sound:cmn-筑.mp3]
注入	注入	zhùrù	inject, mainline, infuse, teem, impregnate, inflood, implant, pump, pour, funnel, pour into, inspire, pour/empty into, influx, empty into, breathe, empty, immit	[sound:cmn-注入.mp3]
拽	拽	yè	to drag, to haul, to throw, to fling, alternate writing of 跩[zhuai3], to pull, to tug at (sth)	[sound:cmn-拽.mp3]
爪子	爪子	zhuǎzi	(animal's) claw	[sound:cmn-爪子.mp3]
專長	专长	zhuāncháng	department, excellence, metier, knowledge, speciality, specialty, specialism, specialisation, special skill/knowledge, special knowledge, adept, expertise, special skill, medium, forte, specialization	[sound:cmn-专长.mp3]
專程	专程	zhuānchéng	special trip	[sound:cmn-专程.mp3]
專欄	专栏	zhuānlán	column, special column, spot, feature, feature article, columnar	[sound:cmn-专栏.mp3]
專賣店	专卖店	zhuānmàidiàn	specialty store	[sound:cmn-专卖店.mp3]
專人	专人	zhuānrén	person specially assigned for a task/job	[sound:cmn-专人.mp3]
專制	专制	zhuānzhì	autocracy, dictatorship	[sound:cmn-专制.mp3]
專職	专职	zhuānzhí	special duty, assigned full time to a task	[sound:cmn-专职.mp3]
專注	专注	zhuānzhù	be absorbed in	[sound:cmn-专注.mp3]
專著	专著	zhuānzhù	monograph, specialized text	[sound:cmn-专著.mp3]
磚	砖	zhuān	brick	[sound:cmn-砖.mp3]
轉播	转播	zhuǎnbō	relay (radio/TV broadcast)	[sound:cmn-转播.mp3]
轉達	转达	zhuǎndá	to pass on, to convey, to communicate	[sound:cmn-转达.mp3]
轉交	转交	zhuǎnjiāo	to pass on to sb, to carry and give to sb else	[sound:cmn-转交.mp3]
專櫃	专柜	zhuānguì	shoppe	[sound:cmn-专柜.mp3]
轉型	转型	zhuǎn xíng	change, transform	[sound:cmn-转型.mp3]
轉學	转学	zhuǎn xué	to change schools, to transfer to another college	[sound:cmn-转学.mp3]
轉機	转机	zhuǎnjī	turn for better	[sound:cmn-转机.mp3]
轉載	转载	zhuǎnzǎi	to forward (a shipment), to reprint sth published elsewhere, Taiwan pr. [zhuan3 zai4]	[sound:cmn-转载.mp3]
